"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Count","Nsites","Density (gm/cc)","Volume","Has Bandstructure","Crystal System",""
"mp-772552","Li6CrO4","P42/nmc","-1.994","0.093","1.824","","22","2.47","211.937","true","tetragonal",""
"mp-770580","LiCr2O3","C2/c","-2.158","0.093","0.000","","12","4.508","117.098","true","monoclinic",""
"mp-764428","Li12Cr5O16","P1","-2.149","0.094","0.586","","33","3.486","285.483","true","triclinic",""
"mp-772426","Li2Cr3O10","P21/c","-1.727","0.094","2.024","","60","2.619","836.607","true","monoclinic",""
"mp-781054","Li2Cr4O13","P1","-1.672","0.096","1.486","","57","2.898","738.983","true","triclinic",""
"mp-850237","Li5Cr4O8","Cmc21","-2.218","0.096","1.110","","34","3.938","312.599","true","orthorhombic",""
"mp-770687","LiCr2O5","Pnma","-1.981","0.096","0.000","","32","3.147","403.007","true","orthorhombic",""
"mp-772568","Li2Cr4O13","P1","-1.671","0.097","1.511","","57","2.924","732.298","true","triclinic",""
"mp-770681","LiCr10O15","Cmce","-2.228","0.098","0.204","","52","4.482","568.309","true","orthorhombic",""
"mp-762528","Li5Cr5O12","P1","-2.169","0.099","0.031","","44","3.709","435.825","false","triclinic",""
"mp-772671","Li5CrO4","Pbca","-2.103","0.099","1.545","","80","2.524","793.123","true","orthorhombic",""
"mp-850464","Li5Cr4O8","P212121","-2.214","0.099","1.090","","68","3.87","636.27","true","orthorhombic",""
"mp-773996","Li2CrO4","Pc","-2.008","0.099","2.469","","56","2.331","740.008","true","monoclinic",""
"mp-764409","Li2CrO3","Pnna","-2.16","0.1","0.624","","24","3.657","206.809","true","orthorhombic",""
"mp-764780","LiCr2O4","C2/c","-2.178","0.1","0.000","","14","3.892","149.265","true","monoclinic",""
"mvc-16806","LiCr2O4","Imma","-2.166","0.112","0.763","","14","4.05","143.458","false","orthorhombic",""
"mp-770615","Li2CrO2","Cmc21","-1.996","0.112","1.498","","10","3.103","104.764","true","orthorhombic",""
"mp-774235","LiCr3O4","C2/m","-2.056","0.122","0.045","","8","4.356","86.503","true","monoclinic",""
"mp-5127","LiCuO","I4/mmm","-1.439","0","1.438","32","12","4.094","140.329","true","tetragonal",""
"mp-9158","LiCuO2","C2/m","-1.456","0","0.378","","4","4.355","39.073","true","monoclinic",""
"mp-19970","Li3CuO3","P42/mnm","-1.789","0","1.178","","28","3.131","280.81","true","tetragonal",""
"mp-758475","Li4(CuO2)3","Cm","-1.548","0.009","0.000","","26","3.776","276.509","true","monoclinic",""
"mp-18162","Li(CuO)2","Pnma","-1.235","0.01","0.000","","20","5.3","208.064","true","orthorhombic",""
"mp-545467","Li3(CuO2)2","C2/m","-1.59","0.014","0.000","","9","3.908","90.047","true","monoclinic",""
"mp-553966","Li(CuO)2","P42/nmc","-1.231","0.014","0.000","","40","5.297","416.399","true","tetragonal",""
"mp-4711","Li2CuO2","Immm","-1.666","0.018","0.000","","5","3.587","50.661","true","orthorhombic",""
"mp-996987","LiCuO2","Pnnm","-1.436","0.02","0.507","","8","4.493","75.762","true","orthorhombic",""
"mp-758382","Li7(CuO2)6","P1","-1.487","0.022","0.000","","25","3.811","270.942","true","triclinic",""
"mp-760590","Li5(CuO2)3","P1","-1.609","0.023","0.000","","14","3.523","151.478","true","triclinic",""
"mp-773044","LiCuO2","Cm","-1.43","0.026","0.330","","8","3.892","87.46","true","monoclinic",""
"mp-752615","Li4(CuO2)3","Cm","-1.528","0.03","0.000","","13","3.643","143.306","true","monoclinic",""
"mp-25385","Li(CuO2)2","Fd3m","-1.098","0.033","0.000","","14","4.6","142.984","true","cubic",""
"mp-25317","Li3(CuO2)2","C2","-1.569","0.034","0.000","","9","3.517","100.047","true","monoclinic",""
"mp-25248","Li4(CuO2)3","C2/m","-1.524","0.034","0.000","","26","3.792","275.354","true","monoclinic",""
"mp-759720","LiCuO2","P1","-1.419","0.037","0.453","","32","3.709","367.065","true","triclinic",""
"mp-765613","Li(CuO)3","I4/mmm","-1.124","0.038","0.000","","28","5.634","289.502","false","tetragonal",""
"mp-753845","LiCuO2","P1","-1.418","0.039","0.273","","16","3.715","183.26","true","triclinic",""
"mp-753848","Li(CuO)3","P4/nmm","-1.121","0.041","0.000","","14","5.666","143.932","true","tetragonal",""
"mp-753081","Li3(CuO)4","Imm2","-1.306","0.045","0.000","","11","4.11","136.981","true","orthorhombic",""
"mp-996986","LiCuO2","Cmcm","-1.41","0.046","0.156","","8","3.845","88.515","true","orthorhombic",""
"mp-756188","LiCu3O4","C2/c","-1.157","0.048","0.000","","16","5.529","157.114","true","monoclinic",""
"mp-752512","Li6CuO4","P42/nmc","-1.838","0.057","0.188","","22","2.782","201.943","true","tetragonal",""
"mp-25372","LiCuO2","R3m","-1.383","0.073","0.000","","4","4.77","35.679","true","trigonal",""
"mp-771644","Li3Cu5O8","R3m","-1.248","0.083","0.000","","16","5.386","143.851","true","trigonal",""
"mp-770818","Li3Cu5O4","P21/c","-1.157","0.085","1.360","","48","4.34","616.07","true","monoclinic",""
"mp-780217","Li7CuO4","P42/nmc","-1.82","0.093","1.992","","24","2.765","211.536","true","tetragonal",""
"mp-755646","LiCuO","Cmcm","-1.342","0.097","0.953","","6","3.741","76.776","true","orthorhombic",""
"mp-756495","Li3CuO2","P21/c","-1.657","0.098","2.554","","24","2.889","267.542","true","monoclinic",""
"mp-754912","LiCuO2","P3m1","-1.344","0.112","0.000","","4","4.381","38.846","true","trigonal",""
"mp-1009014","LiCuO","F43m","-1.043","0.397","0.000","","3","4.746","30.26","true","cubic",""
"mp-772267","Li2AlFeO4","Pc","-2.569","0.017","3.107","24","16","3.011","177.239","true","monoclinic",""
"mp-772439","Li3AlFeO4","I41/a","-2.451","0.019","2.424","","72","2.849","781.807","true","tetragonal",""
"mp-770727","Li3Al2FeO6","C2/m","-2.736","0.02","2.628","","12","3.597","104.63","true","monoclinic",""
"mp-770411","Li2AlFeO4","C2221","-2.563","0.023","3.119","","16","2.901","183.972","true","orthorhombic",""
"mp-770707","Li2AlFeO4","Pna21","-2.562","0.024","3.070","","32","3.024","352.987","true","orthorhombic",""
"mp-770704","Li2AlFeO4","P21/c","-2.561","0.025","3.042","","32","2.944","362.627","true","monoclinic",""
"mp-770733","Li2AlFeO4","Pna21","-2.561","0.026","3.051","","32","2.959","360.743","true","orthorhombic",""
"mp-778565","Li2AlFeO4","Pmn21","-2.56","0.026","3.057","","16","3.045","175.287","true","orthorhombic",""
"mp-770629","Li2AlFeO4","Pnma","-2.56","0.026","3.093","","32","3.023","353.051","true","orthorhombic",""
"mp-772435","Li3Al2FeO6","P1","-2.721","0.035","2.661","","24","3.107","242.22","true","triclinic",""
"mp-770577","LiAlFeO3","P1","-2.584","0.036","2.244","","12","3.549","128.9","true","triclinic",""
"mp-772430","Li2AlFeO4","P21/c","-2.548","0.038","2.154","","32","3.237","329.748","true","monoclinic",""
"mp-770589","Li3Al2FeO6","P21/c","-2.695","0.061","2.346","","48","3.086","487.806","true","monoclinic",""
"mp-770750","Li3Al(FeO3)2","P21/c","-2.355","0.061","2.116","","48","3.357","505.575","true","monoclinic",""
"mp-770691","Li3AlFeO5","Pna21","-2.349","0.07","0.206","","40","2.778","439.024","true","orthorhombic",""
"mp-772436","Li2AlFeO4","Pca21","-2.501","0.085","3.181","","64","2.809","759.986","true","orthorhombic",""
"mp-772390","LiAlFeO4","P4322","-2.351","0.091","0.000","","28","3.711","275.217","true","tetragonal",""
"mp-770845","Li2Al2FeO6","C2","-2.587","0.093","0.000","","11","3.587","101.703","true","monoclinic",""
"mp-770729","Li2AlFeO4","Pca21","-2.492","0.095","2.583","","64","2.937","726.808","true","orthorhombic",""
"mp-770698","Li2AlFeO4","P21/c","-2.491","0.095","2.933","","32","2.962","360.406","true","monoclinic",""
"mp-779415","Li6AlFeO6","P31c","-2.289","0.096","2.655","","28","2.973","246.281","true","trigonal",""
"mp-770714","LiAlFeO4","Pnma","-2.345","0.097","0.000","","28","3.633","281.097","true","orthorhombic",""
"mp-770702","Li2AlFeO4","P21/c","-2.482","0.104","2.343","","32","2.866","372.45","true","monoclinic",""
"mp-770071","LiAl2FeO6","C2/m","-2.453","0.126","0.827","","10","3.361","105.124","true","monoclinic",""
"mp-767234","Li4Fe2Co3Cu3O16","Cm","-1.444","0.035","0.000","3","28","4.641","272.968","true","monoclinic",""
"mp-777062","Li4Fe3Co3(CuO8)2","Cm","-1.515","0.055","0.000","","28","4.516","277.701","true","monoclinic",""
"mp-763163","Li4Fe3Co2Cu3O16","Cm","-1.44","0.079","0.000","","28","4.616","273.323","true","monoclinic",""
"mp-775701","Li4Fe2Co3Ni3O16","Cm","-1.426","0.04","0.000","6","28","4.612","269.444","true","monoclinic",""
"mp-764308","Li4Fe3Co3(NiO8)2","Cm","-1.508","0.053","0.000","","28","4.488","275.82","true","monoclinic",""
"mp-766922","Li4Fe3Co2Ni3O16","Cm","-1.423","0.081","0.000","","28","4.54","272.561","true","monoclinic",""
"mp-774318","Li10Fe3Co3(NiO8)2","P1","-1.759","0.087","0.778","","34","4.492","290.989","true","triclinic",""
"mp-780632","Li10Fe2Co3Ni3O16","P1","-1.677","0.089","0.054","","34","4.552","288.158","false","triclinic",""
"mp-779868","Li10Fe3Co2Ni3O16","P1","-1.708","0.092","0.000","","34","4.47","292.307","false","triclinic",""
"mp-761944","Li2FeCo3O8","P1","-1.634","0.001","0.202","68","56","4.554","546.257","true","triclinic",""
"mp-767942","Li3Fe3CoO8","R3m","-1.903","0.003","0.000","","15","4.228","147.376","true","trigonal",""
"mp-770651","Li10Fe9CoO20","P2/m","-2.044","0.003","0.229","","40","4.216","374.567","true","monoclinic",""
"mp-761710","LiFeCoO4","Imma","-1.706","0.004","0.013","","14","4.362","141.401","true","orthorhombic",""
"mp-765504","Li8Fe3Co5O16","P2/m","-1.884","0.008","0.000","","32","4.617","278.284","true","monoclinic",""
"mp-868616","Li2FeCo3O8","R3m","-1.625","0.01","0.000","","14","4.604","135.089","true","trigonal",""
"mp-764207","Li4Fe3CoO8","C2/m","-1.992","0.01","1.759","","16","4.33","146.587","true","monoclinic",""
"mp-761592","Li3Fe2CoO6","C2/m","-1.968","0.01","0.431","","12","4.397","108.547","true","monoclinic",""
"mp-762142","Li2Fe3CoO8","P43212","-1.774","0.011","0.000","","56","4.166","587.215","true","tetragonal",""
"mp-765611","Li10Fe3Co7O20","P2/m","-1.857","0.013","0.000","","40","4.699","342.582","true","monoclinic",""
"mp-771920","Li4Fe3CoO8","R3m","-1.988","0.015","1.651","","16","4.337","146.357","true","trigonal",""
"mp-769797","Li3Fe4CoO8","C2/m","-1.914","0.022","0.000","","16","4.655","153.784","true","monoclinic",""
"mp-775095","Li2Fe3CoO8","R3m","-1.761","0.025","0.000","","14","4.2","145.626","true","trigonal",""
"mp-850359","Li5Fe5(CoO6)2","C2","-1.925","0.027","1.419","","24","4.575","226.418","true","monoclinic",""
"mp-764985","Li8Fe3Co7O20","Pm","-1.766","0.027","0.470","","38","4.576","346.736","true","monoclinic",""
"mp-763066","Li6Fe3Co7O20","P2/m","-1.675","0.03","0.000","","36","4.476","349.376","true","monoclinic",""
"mp-763089","LiFeCo3O8","R3m","-1.435","0.03","0.377","","13","4.357","140.093","true","trigonal",""
"mp-763028","Li4FeCo9O20","P1","-1.493","0.031","0.024","","34","4.49","345.383","true","triclinic",""
"mp-853174","LiFeCoO4","Imma","-1.679","0.032","0.651","","14","4.341","142.077","true","orthorhombic",""
"mp-763473","Li2FeCo9O20","P1","-1.328","0.035","0.008","","32","4.405","346.842","true","triclinic",""
"mp-764865","Li8FeCo9O20","P1","-1.694","0.037","0.095","","38","4.8","332.684","false","triclinic",""
"mp-763920","Li6Fe5CoO12","C2/m","-1.983","0.044","1.557","","24","4.228","224.552","true","monoclinic",""
"mp-769566","Li5Fe2Co3O10","Pm","-1.856","0.044","1.665","","40","4.712","340.526","false","monoclinic",""
"mp-763770","Li3Fe2Co3O10","Pm","-1.685","0.048","0.149","","36","4.426","352.179","true","monoclinic",""
"mp-762906","Li2Fe3CoO8","C2/m","-1.737","0.048","0.480","","14","4.112","148.76","true","monoclinic",""
"mp-763033","Li2Fe3CoO8","C2/m","-1.734","0.051","0.000","","14","4.116","148.596","true","monoclinic",""
"mp-773387","Li4Fe5Co3O16","Cm","-1.693","0.054","0.000","","28","4.311","284.947","true","monoclinic",""
"mp-763429","LiFe(CoO3)2","C2/m","-1.507","0.057","0.340","","10","4.36","105.358","true","monoclinic",""
"mp-765392","Li6Fe9CoO20","Pm","-1.821","0.057","0.000","","36","4.081","375.647","false","monoclinic",""
"mp-765803","Li2FeCoO4","P2/m","-1.871","0.059","0.754","","8","4.34","73.706","true","monoclinic",""
"mp-775227","Li4Fe5(CoO6)2","P21","-1.863","0.06","1.272","","46","4.539","451.375","true","monoclinic",""
"mp-770784","Li3Fe(CoO2)4","P1","-1.683","0.06","0.000","","16","4.961","147.415","false","triclinic",""
"mp-763922","Li2FeCo3O8","C2/m","-1.574","0.061","0.190","","14","4.349","142.998","true","monoclinic",""
"mp-763110","Li2Fe3(CoO4)3","P1","-1.555","0.062","0.000","","20","4.154","219.958","true","triclinic",""
"mp-761617","Li5Fe3(CoO5)2","P1","-1.897","0.062","0.000","","20","4.263","187.024","true","triclinic",""
"mp-769884","Li2Fe3CoO8","P63mc","-1.721","0.064","0.000","","28","4.322","283.061","true","hexagonal",""
"mp-771610","Li4Fe3CoO8","P1","-1.937","0.066","1.203","","16","3.426","185.267","true","triclinic",""
"mp-763428","Li3Fe3CoO8","Cm","-1.839","0.067","0.797","","15","4.332","143.847","true","monoclinic",""
"mp-761763","Li2FeCo3O8","Cc","-1.568","0.068","0.430","","28","4.562","272.661","true","monoclinic",""
"mp-771206","Li4FeCo5O12","C2/m","-1.626","0.069","0.626","","22","4.512","209.871","true","monoclinic",""
"mp-763079","Li3FeCo3O8","C2/m","-1.686","0.071","0.098","","15","4.382","144.562","true","monoclinic",""
"mp-763055","Li2Fe3Co7O20","P2/m","-1.373","0.072","0.042","","32","4.416","343.657","true","monoclinic",""
"mp-761650","Li2Fe(CoO3)2","Cmce","-1.674","0.074","0.000","","22","4.386","214.751","true","orthorhombic",""
"mp-772702","Li6Fe3Co3O16","P1","-1.589","0.074","0.113","","28","3.788","281.438","false","triclinic",""
"mp-781613","Li4Fe3Co5O16","Cm","-1.598","0.075","0.000","","28","4.704","263.325","true","monoclinic",""
"mp-775721","Li2FeCo3O8","R3m","-1.56","0.075","0.000","","14","4.698","132.39","true","trigonal",""
"mp-763071","Li4Fe3Co5O16","P2/m","-1.593","0.08","0.000","","28","4.279","289.477","false","monoclinic",""
"mp-761785","LiFeCoO4","P4322","-1.63","0.08","0.000","","28","4.43","278.475","true","tetragonal",""
"mp-769729","Li5Fe2Co3O10","P1","-1.819","0.081","0.000","","20","4.345","184.646","true","triclinic",""
"mp-763869","Li10Fe5Co3O16","P1","-1.88","0.081","0.438","","34","4.25","305.316","false","triclinic",""
"mp-763063","Li6FeCo9O20","P1","-1.552","0.091","0.359","","36","4.466","352.421","false","triclinic",""
"mp-777323","Li3Fe2(CoO4)2","P1","-1.742","0.093","0.004","","15","4.614","136.177","false","triclinic",""
"mp-764262","Li10FeCo9O20","P1","-1.718","0.094","0.115","","40","4.646","348.734","true","triclinic",""
"mp-764400","Li8FeCo3O8","P1","-1.759","0.096","1.924","","20","3.337","207.073","true","triclinic",""
"mp-773339","Li4FeCo3O8","P1","-1.758","0.098","0.908","","16","3.577","180.309","true","triclinic",""
"mp-769792","Li4Fe5CoO12","C2","-1.791","0.1","0.000","","22","3.996","231.846","true","monoclinic",""
"mp-997554","Li4Fe3(CoO4)3","P1","-1.694","0.101","0.523","","22","4.467","209.696","true","triclinic",""
"mp-766146","Li5Fe2Co5O12","C2","-1.701","0.104","0.000","","24","4.848","216.849","true","monoclinic",""
"mp-771098","Li2Fe3CoO8","R3m","-1.68","0.105","0.000","","14","4.189","145.996","true","trigonal",""
"mp-773618","Li3Fe5(CoO6)2","C2","-1.772","0.111","0.587","","22","4.627","218.872","true","monoclinic",""
"mp-761602","Li3Fe(CoO3)2","C2/m","-1.763","0.117","0.534","","12","4.827","99.949","true","monoclinic",""
"mp-763131","Li4Fe3Co7O20","P2/m","-1.468","0.125","0.000","","34","4.199","366.943","true","monoclinic",""
"mp-766634","Li4Fe9CoO20","P2/m","-1.648","0.13","0.000","","34","4.109","367.463","false","monoclinic",""
"mp-763069","Li2Fe3Co5O16","P2/m","-1.373","0.142","0.000","","26","4.115","295.396","false","monoclinic",""
"mp-767943","Li3FeCo3O8","R3m","-1.611","0.147","0.000","","15","4.286","147.792","true","trigonal",""
"mp-765603","Li4FeCo3O8","R3m","-1.701","0.154","0.082","","16","4.624","139.479","true","trigonal",""
"mp-762595","Li2Fe3CoO8","P21","-1.619","0.166","0.000","","56","4.293","569.958","true","monoclinic",""
"mp-763080","Li2Fe2CoO6","C2/m","-1.658","0.185","0.111","","11","4.353","106.998","true","monoclinic",""
"mp-763924","Li4Fe3CuO8","R3m","-1.895","0.026","0.052","26","16","4.308","149.101","true","trigonal",""
"mp-775462","LiFeCuO4","Imma","-1.48","0.026","0.000","","14","4.166","151.737","true","orthorhombic",""
"mp-777872","Li2Fe3CuO8","P4332","-1.656","0.027","0.062","","56","4.162","595.222","true","cubic",""
"mp-773288","Li3Fe2CuO6","C2/m","-1.841","0.028","0.605","","12","4.31","112.531","true","monoclinic",""
"mp-771398","Li3Fe3CuO8","R3m","-1.781","0.029","0.000","","15","4.234","148.99","true","trigonal",""
"mp-772689","Li2Fe3CuO8","R3m","-1.649","0.034","0.000","","14","4.17","148.499","true","trigonal",""
"mp-773460","Li2FeCuO4","P2/m","-1.721","0.045","0.000","","8","4.446","73.676","true","monoclinic",""
"mp-769830","Li5Fe5(CuO6)2","C2","-1.838","0.051","0.173","","24","4.57","229.993","false","monoclinic",""
"mp-770093","Li3Fe(CuO3)2","C2/m","-1.611","0.052","0.077","","12","4.549","109.429","true","monoclinic",""
"mp-773311","Li5Fe3(CuO5)2","P1","-1.77","0.059","0.000","","20","4.382","185.41","true","triclinic",""
"mp-771181","Li2Fe3CuO8","P63mc","-1.624","0.059","0.000","","28","4.287","288.921","true","hexagonal",""
"mp-771812","Li4FeCu3O8","R3m","-1.551","0.06","0.000","","16","4.625","144.425","true","trigonal",""
"mp-771929","Li4Fe5Cu3O16","Cm","-1.534","0.06","0.000","","28","4.38","285.698","true","monoclinic",""
"mp-773313","Li2FeCuO4","Imma","-1.702","0.064","0.000","","16","4.424","148.074","true","orthorhombic",""
"mp-781767","Li3Fe2(CuO4)2","P1","-1.578","0.066","0.000","","15","4.129","155.873","true","triclinic",""
"mp-782676","Li2Fe3CuO8","P1","-1.614","0.069","0.000","","14","4.124","150.189","true","triclinic",""
"mp-771522","Li5Fe2Cu3O10","P1","-1.635","0.069","0.000","","20","4.318","191.136","true","triclinic",""
"mp-774280","Li2Fe3CuO8","P1","-1.612","0.071","0.000","","56","4.229","585.736","false","triclinic",""
"mp-764406","Li2Fe3CuO8","R3m","-1.605","0.078","0.000","","14","4.235","146.232","true","trigonal",""
"mp-770911","Li3Fe4CuO8","C2/m","-1.832","0.087","0.000","","16","4.754","152.202","true","monoclinic",""
"mp-771538","Li5Fe2Cu5O12","C2","-1.488","0.091","0.000","","24","4.8","226.958","true","monoclinic",""
"mp-849416","Li4Fe2Cu3O10","P1","-1.512","0.093","0.000","","19","4.316","188.564","true","triclinic",""
"mp-849389","Li2Fe(CuO3)2","C2/m","-1.39","0.097","0.000","","11","4.409","110.286","true","monoclinic",""
"mp-849448","Li2Fe2CuO6","P1","-1.609","0.104","0.005","","33","4.283","331.631","true","triclinic",""
"mp-771689","Li3FeCu3O8","R3m","-1.372","0.107","0.000","","15","4.524","145.097","true","trigonal",""
"mp-868564","Li6Fe5CuO12","C2/m","-1.836","0.137","0.000","","24","4.071","235.09","true","monoclinic",""
"mp-771996","Li3Mg2Fe19O32","Cm","-1.969","0.049","1.178","2","56","4.426","616.173","true","monoclinic",""
"mp-773699","LiMg(Fe5O8)2","R3m","-1.785","0.207","1.369","","28","4.739","296.309","true","trigonal",""
"mp-771052","Li10Fe3Ni7O20","P2/m","-1.58","0.005","0.369","58","40","4.548","353.349","false","monoclinic",""
"mp-765712","Li4FeNi3O8","P1","-1.544","0.005","0.000","","16","4.521","142.39","true","triclinic",""
"mp-769856","Li4Fe3NiO8","R3m","-1.894","0.006","0.000","","16","4.26","148.883","true","trigonal",""
"mp-769545","Li10FeNi9O20","P1","-1.437","0.007","0.000","","40","4.642","348.203","true","triclinic",""
"mp-770987","Li3Fe(NiO2)4","C2/m","-1.431","0.008","0.000","","16","5.058","144.264","true","monoclinic",""
"mp-773235","Li3Fe3NiO8","R3m","-1.788","0.011","0.904","","15","4.234","147.097","true","trigonal",""
"mp-771724","Li3Fe2NiO6","C2/m","-1.831","0.011","0.000","","12","4.322","110.333","true","monoclinic",""
"mp-768013","Li5Fe(Ni2O5)2","R3m","-1.502","0.012","0.000","","20","4.593","175.452","false","trigonal",""
"mp-773709","Li3Fe(NiO3)2","C2/m","-1.596","0.012","0.000","","12","4.448","108.283","true","monoclinic",""
"mp-771593","Li5Fe2Ni5O12","C2","-1.519","0.016","0.033","","24","4.871","215.42","false","monoclinic",""
"mp-776318","Li2FeNi3O8","P1","-1.267","0.016","0.150","","56","4.537","547.245","false","triclinic",""
"mp-771442","Li5Fe2Ni3O10","P1","-1.638","0.016","0.000","","20","4.475","179.032","true","triclinic",""
"mp-762882","Li8FeNi9O20","P1","-1.323","0.02","0.000","","38","4.681","340.431","false","triclinic",""
"mp-762855","Li8Fe3Ni7O20","P2/m","-1.472","0.023","0.000","","38","4.464","354.829","true","monoclinic",""
"mp-765813","Li2FeNiO4","I4m2","-1.701","0.024","0.000","","8","4.494","71.106","true","tetragonal",""
"mp-776112","Li2Fe3NiO8","P4332","-1.651","0.024","0.000","","56","4.175","585.611","true","cubic",""
"mp-770790","Li2FeNi3O8","R3m","-1.258","0.025","0.000","","14","4.491","138.201","true","trigonal",""
"mp-771555","Li5Fe5(NiO6)2","C2","-1.861","0.025","1.676","","24","4.628","223.626","true","monoclinic",""
"mp-762778","Li3FeNi3O8","C2/m","-1.405","0.026","0.000","","15","4.46","141.767","true","monoclinic",""
"mp-765833","Li6Fe5NiO12","C2/m","-1.922","0.037","0.000","","24","4.186","226.704","true","monoclinic",""
"mp-762822","Li2FeNi3O8","C2/m","-1.246","0.038","0.000","","14","4.378","141.773","true","monoclinic",""
"mp-774135","LiFeNiO4","Imma","-1.437","0.043","0.000","","14","4.339","141.976","true","orthorhombic",""
"mp-773354","Li5Fe3(NiO5)2","P1","-1.752","0.043","0.227","","20","4.354","182.907","true","triclinic",""
"mp-767980","Li3Fe3NiO8","C2/m","-1.755","0.044","0.000","","15","4.196","148.432","true","monoclinic",""
"mp-762917","Li2Fe(NiO3)2","P1","-1.403","0.046","0.000","","33","4.376","322.26","false","triclinic",""
"mp-762842","Li6FeNi9O20","P1","-1.184","0.046","0.000","","36","4.592","341.963","false","triclinic",""
"mp-767955","Li3Fe2(NiO4)2","P1","-1.571","0.046","0.000","","15","4.305","145.752","true","triclinic",""
"mp-771673","Li4Fe3NiO8","P1","-1.853","0.047","1.074","","16","3.447","184.033","true","triclinic",""
"mp-772596","Li2FeNi3O8","Cmc21","-1.235","0.048","0.263","","28","4.755","261.101","true","orthorhombic",""
"mp-769796","Li3Fe4NiO8","C2/m","-1.871","0.049","1.194","","16","4.698","152.302","true","monoclinic",""
"mp-762761","Li4Fe2Ni5O12","P21","-1.41","0.05","0.014","","46","4.83","429.685","false","monoclinic",""
"mp-771983","Li3FeNi3O8","R3m","-1.381","0.051","0.000","","15","4.452","142.018","true","trigonal",""
"mp-762767","Li3Fe(Ni2O5)2","P2/m","-1.257","0.051","0.000","","36","4.476","349.767","true","monoclinic",""
"mp-762798","Li4Fe5(NiO6)2","P21","-1.773","0.054","0.707","","46","4.627","442.44","true","monoclinic",""
"mp-771734","Li4Fe5Ni3O16","Cm","-1.518","0.06","0.000","","28","4.38","280.215","true","monoclinic",""
"mp-764133","Li3FeNi3O8","P63mc","-1.366","0.066","0.000","","30","4.635","272.79","true","hexagonal",""
"mp-767956","Li4Fe2Ni3O10","P1","-1.505","0.066","0.000","","19","4.428","178.31","true","triclinic",""
"mp-762764","Li4Fe3(NiO5)2","P1","-1.647","0.067","0.310","","19","4.359","180.061","false","triclinic",""
"mp-767989","Li2FeNi3O8","C2/m","-1.216","0.067","0.000","","14","4.395","141.223","true","monoclinic",""
"mp-765057","Li5FeNi3O8","Cc","-1.55","0.068","0.000","","34","4.4","297.876","true","monoclinic",""
"mp-771577","Li4FeNi5O12","C2","-1.249","0.072","0.000","","22","4.442","212.748","true","monoclinic",""
"mp-783903","Li2Fe3NiO8","Cmc21","-1.603","0.072","0.000","","28","4.252","287.531","true","orthorhombic",""
"mp-762771","Li3Fe5(NiO6)2","C2","-1.678","0.076","0.227","","22","4.585","220.722","true","monoclinic",""
"mp-997540","Li3Fe2Ni5O12","P1","-1.293","0.08","0.000","","66","4.835","636.714","false","triclinic",""
"mp-773326","Li2FeNiO4","P2/m","-1.64","0.084","0.000","","8","4.574","69.859","true","monoclinic",""
"mp-767972","Li2Fe3NiO8","P1","-1.588","0.087","0.000","","14","4.073","150.088","true","triclinic",""
"mp-774943","Li2Fe3NiO8","P1","-1.585","0.089","0.000","","56","4.147","589.569","false","triclinic",""
"mp-773324","Li4Fe3Ni5O16","Cm","-1.293","0.089","0.000","","28","4.556","271.447","true","monoclinic",""
"mp-771111","Li2Fe3NiO8","R3m","-1.581","0.094","0.000","","14","4.203","145.426","true","trigonal",""
"mp-763911","Li7Fe4NiO12","P1","-1.814","0.096","0.000","","24","4.148","209.216","true","triclinic",""
"mp-762777","Li3Fe2Ni3O10","P1","-1.364","0.097","0.000","","18","4.428","175.708","true","triclinic",""
"mp-762795","LiFeNiO4","Imma","-1.38","0.101","0.000","","14","4.243","145.173","true","orthorhombic",""
"mp-771806","Li2Fe(NiO3)2","Cmce","-1.334","0.115","0.000","","22","4.409","213.263","true","orthorhombic",""
"mp-770801","Li4Fe5NiO12","C2","-1.689","0.131","0.000","","22","3.995","231.778","true","monoclinic",""
"mp-775286","Li2Fe3NiO8","R3m","-1.543","0.132","0.000","","14","4.404","138.809","true","trigonal",""
"mp-762754","Li2Fe2NiO6","C2/m","-1.538","0.16","0.000","","33","4.416","316.124","true","monoclinic",""
"mp-777153","Li2Fe2NiO6","Cmce","-1.523","0.174","0.000","","22","4.151","224.251","true","orthorhombic",""
"mp-762802","Li2Fe3NiO8","C2/m","-1.412","0.263","0.000","","14","4.428","138.03","true","monoclinic",""
"mp-851027","LiFeO2","Fd3m","-2.076","0","1.617","116","16","4.187","150.38","true","cubic",""
"mp-19511","Li5FeO4","Pbca","-2.1","0","3.055","","80","2.561","801.682","true","orthorhombic",""
"mp-774096","Li2FeO2","Immm","-1.969","0","1.789","","5","3.143","53.737","true","orthorhombic",""
"mp-774155","Li2FeO3","C2","-1.968","0","0.097","","12","3.644","107.288","true","monoclinic",""
"mp-768075","Li5Fe11O16","P21/c","-1.914","0.01","1.147","","64","4.777","629.147","true","monoclinic",""
"mp-771617","Li7Fe5O12","C2","-2.008","0.014","0.018","","24","3.93","219.649","true","monoclinic",""
"mp-773577","Li8Fe2O9","P1","-1.904","0.016","0.032","","76","3.031","682.042","true","triclinic",""
"mp-850183","Li3FeO4","I43m","-1.873","0.016","0.329","","32","3.343","279.526","true","cubic",""
"mp-771531","Li5Fe7O12","C2","-1.991","0.017","1.221","","24","4.516","227.079","true","monoclinic",""
