"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Count","Nsites","Density (gm/cc)","Volume","Has Bandstructure","Crystal System",""
"mp-771661","Li3Cr(FeO3)2","C2/m","-2.183","0.001","1.706","","12","4.116","113.164","true","monoclinic",""
"mp-769742","Li4CrFe3O8","P2/m","-2.156","0.001","1.715","","16","4.155","149.994","true","monoclinic",""
"mp-769753","Li4CrFe3O8","C2/m","-2.156","0.001","1.740","","16","4.128","150.982","true","monoclinic",""
"mp-770185","Li4CrFe3O8","P1","-2.156","0.001","1.702","","16","4.13","150.909","true","triclinic",""
"mp-771065","Li4CrFe3O8","P1","-2.156","0.001","0.000","","32","4.136","301.348","true","triclinic",""
"mp-773312","Li3Cr2FeO6","C2/m","-2.29","0.001","1.884","","12","4.118","111.551","true","monoclinic",""
"mp-769996","Li4CrFe3O8","C2/m","-2.156","0.001","1.673","","16","4.128","150.967","true","monoclinic",""
"mp-765495","Li4CrFe3O8","R3m","-2.155","0.002","1.711","","16","4.121","151.236","true","trigonal",""
"mp-769992","Li2CrFeO4","P1","-2.236","0.002","2.043","","16","4.123","149.599","true","triclinic",""
"mp-770020","Li2CrFeO4","C2/m","-2.236","0.002","1.684","","16","4.122","149.617","true","monoclinic",""
"mp-769998","Li2CrFeO4","P1","-2.236","0.002","1.986","","24","4.123","224.389","true","triclinic",""
"mp-770013","Li2CrFeO4","P1","-2.236","0.002","1.976","","24","4.129","224.09","true","triclinic",""
"mp-770032","Li2CrFeO4","P1","-2.235","0.002","1.952","","24","4.122","224.466","true","triclinic",""
"mp-770193","Li2CrFeO4","C2/m","-2.235","0.002","1.662","","8","4.131","74.66","true","monoclinic",""
"mp-769983","Li2CrFeO4","P2/m","-2.235","0.003","1.708","","8","4.13","74.664","true","monoclinic",""
"mp-765743","Li2CrFeO4","Imma","-2.234","0.004","1.602","","16","4.145","148.799","true","orthorhombic",""
"mp-771630","LiCr3(FeO4)2","R3m","-2.193","0.006","1.300","","14","4.376","152.773","true","trigonal",""
"mp-771605","Li2CrFeO4","I4m2","-2.205","0.032","1.273","","8","4.189","73.626","true","tetragonal",""
"mp-765750","Li5Cr2Fe3O10","P1","-2.17","0.035","1.036","","20","4.141","186.958","true","triclinic",""
"mp-777653","Li2Cr3FeO8","P1","-2.155","0.041","0.127","","56","3.965","592.49","false","triclinic",""
"mp-780020","Li3Cr3FeO8","C2/m","-2.223","0.042","0.728","","15","4.012","149.268","true","monoclinic",""
"mp-775335","Li2Cr3FeO8","Cc","-2.151","0.045","0.537","","28","4.118","285.228","true","monoclinic",""
"mp-770328","Li4Cr3FeO8","P1","-2.273","0.045","2.170","","32","4.164","293.214","true","triclinic",""
"mp-771210","Li3CrFe3O8","R3m","-2.049","0.047","0.000","","15","4.032","151.701","true","trigonal",""
"mp-780017","Li3Cr2(FeO4)2","C2/m","-2.133","0.049","0.644","","15","4.044","149.678","true","monoclinic",""
"mp-850397","Li4Cr2Fe5O12","P21","-2.063","0.052","1.282","","46","4.452","449.825","true","monoclinic",""
"mp-774130","LiCrFeO4","Imma","-2.06","0.053","0.169","","14","3.97","149.56","true","orthorhombic",""
"mp-769977","Li3CrFe3O8","P1","-2.041","0.056","0.644","","30","4.069","300.63","true","triclinic",""
"mp-775129","Li2Cr3(FeO6)2","Pbcn","-1.887","0.057","0.015","","76","2.997","1049.438","false","orthorhombic",""
"mp-775079","Li2Cr3FeO8","R3m","-2.139","0.057","0.000","","14","4.045","145.206","true","trigonal",""
"mp-865135","Li2CrFeO4","C2","-2.178","0.059","2.269","","24","4.163","222.256","true","monoclinic",""
"mp-770058","Li2CrFeO4","P1","-2.178","0.06","1.928","","24","4.203","220.128","true","triclinic",""
"mp-780315","Li4Cr2Fe3O10","P1","-2.1","0.06","0.962","","19","4.107","185.718","true","triclinic",""
"mp-774415","Li2Cr3FeO8","R3m","-2.133","0.063","0.000","","14","3.986","147.36","true","trigonal",""
"mp-765278","Li5Cr3FeO8","P1","-2.208","0.065","2.360","","68","3.975","625.869","true","triclinic",""
"mp-773204","Li4Cr5Fe3O16","Cm","-2.086","0.068","0.000","","28","4.135","285.626","true","monoclinic",""
"mp-763933","Li3CrFe3O8","P63mc","-2.025","0.071","0.626","","30","4.239","288.593","true","hexagonal",""
"mp-773209","Li3Cr4FeO8","C2/m","-2.193","0.077","1.070","","16","4.41","155.363","true","monoclinic",""
"mp-780090","Li4Cr3(FeO4)3","P1","-2.085","0.077","0.128","","22","4.007","225.141","true","triclinic",""
"mp-863856","Li3Cr3FeO8","R3m","-2.186","0.08","0.000","","15","4.078","146.856","true","trigonal",""
"mp-853144","Li3Cr3FeO8","R3m","-2.184","0.082","0.000","","15","4.113","145.617","true","trigonal",""
"mp-775460","Li2CrFe3O8","C2221","-1.943","0.084","0.000","","56","4.008","598.876","true","orthorhombic",""
"mp-772464","Li4Cr3Fe5O16","P1","-1.987","0.084","0.000","","28","4.133","288.854","true","triclinic",""
"mp-769807","Li3Cr(FeO2)4","C2/m","-1.971","0.085","0.000","","16","4.573","154.039","true","monoclinic",""
"mp-775048","LiCrFeO4","P4322","-2.028","0.085","0.723","","28","4.102","289.519","true","tetragonal",""
"mp-765502","Li4Cr3FeO8","R3m","-2.23","0.088","2.106","","16","4.227","144.397","true","trigonal",""
"mp-770303","Li4Cr3FeO8","P1","-2.228","0.09","2.309","","32","4.21","290.01","true","triclinic",""
"mp-769752","Li4Cr3FeO8","P1","-2.228","0.09","2.439","","16","4.205","145.164","true","triclinic",""
"mp-770224","Li4Cr3FeO8","P1","-2.228","0.09","2.304","","32","4.212","289.85","true","triclinic",""
"mp-769755","Li4Cr3FeO8","P2/m","-2.228","0.091","2.341","","16","4.229","144.333","true","monoclinic",""
"mp-769758","Li4Cr3FeO8","C2/m","-2.228","0.091","2.362","","16","4.229","144.348","true","monoclinic",""
"mp-770257","Li4Cr3FeO8","P1","-2.226","0.092","2.418","","32","4.215","289.637","true","triclinic",""
"mp-779991","Li2Cr3FeO8","C2/m","-2.104","0.092","0.383","","14","3.929","149.494","true","monoclinic",""
"mp-770085","Li4Cr3FeO8","P1","-2.226","0.092","2.374","","32","4.215","289.662","true","triclinic",""
"mp-765203","Li11Cr3Fe3O16","P1","-2.084","0.097","0.000","","33","3.57","305.103","false","triclinic",""
"mp-767681","Li8Cr(FeO4)3","P2","-1.965","0.099","0.000","","24","3.67","211.311","true","monoclinic",""
"mp-769975","Li2Cr3FeO8","P1","-2.093","0.103","0.013","","28","3.927","299.15","false","triclinic",""
"mp-770975","Li4Cr5FeO12","C2/m","-2.167","0.103","0.021","","22","3.823","232.658","true","monoclinic",""
"mp-770226","Li3Cr3FeO8","P1","-2.162","0.104","0.000","","30","4.13","290.014","true","triclinic",""
"mp-850905","Li4Cr3(FeO4)3","F222","-2.054","0.108","0.000","","22","4.145","217.621","true","orthorhombic",""
"mp-782636","Li2Cr2FeO6","P1","-2.107","0.11","0.000","","33","4.05","331.779","false","triclinic",""
"mp-782631","Li2Cr(FeO3)2","P1","-1.987","0.117","0.091","","33","4.057","335.936","true","triclinic",""
"mp-769871","Li2CrFe3O8","Cmc21","-1.905","0.121","0.000","","28","4.143","289.733","true","orthorhombic",""
"mp-780014","Li2Cr3FeO8","C2/m","-2.06","0.136","0.000","","14","4.002","146.748","true","monoclinic",""
"mp-780009","Li3Cr2Fe5O12","C2","-1.959","0.148","0.000","","22","4.352","227.422","true","monoclinic",""
"mp-773222","Li5Cr2Fe5O12","C2","-1.96","0.156","0.968","","24","4.605","219.953","true","monoclinic",""
"mp-763916","Li5Cr3FeO8","R3m","-2.112","0.16","0.000","","17","4.015","154.885","true","trigonal",""
"mp-770042","Li2CrFeO4","C2/c","-2.064","0.173","2.140","","16","4.326","142.585","true","monoclinic",""
"mp-775085","Li2Cr2FeO6","Cmce","-2.029","0.188","0.324","","22","3.958","226.292","true","orthorhombic",""
"mp-761449","Li4Mn3Cr3(FeO8)2","P1","-2.112","0.021","0.620","5","28","4.196","283.459","true","triclinic",""
"mp-849471","Li4Mn3Cr2Fe3O16","Cm","-2.043","0.047","0.000","","28","4.211","283.981","true","monoclinic",""
"mp-767201","Li4Mn2Cr3Fe3O16","Cm","-2.046","0.067","0.000","","28","4.191","284.138","true","monoclinic",""
"mp-868267","Li6Mn3Cr2Fe3O16","P1","-2.08","0.076","0.372","","30","4.254","286.524","true","triclinic",""
"mp-777601","Li10Mn3Cr3(FeO8)2","P1","-2.121","0.077","1.030","","34","4.009","313.931","true","triclinic",""
"mp-769505","Li7Mn10Cr6O32","P1","-2.156","0","0.000","110","55","4.069","580.275","false","triclinic",""
"mp-774951","Li2MnCr3O8","C2221","-2.244","0","0.686","","56","4.034","580.873","true","orthorhombic",""
"mp-775496","Li3Mn5Cr3O16","Cm","-2.13","0","0.000","","27","4.062","289.196","true","monoclinic",""
"mp-775679","Li2Mn3CrO8","P43212","-2.147","0","0.691","","56","4.076","584.442","true","tetragonal",""
"mp-777732","Li8Mn13Cr3O32","C2/m","-2.132","0","0.222","","56","4.045","590.15","true","monoclinic",""
"mp-770492","Li24Mn11CrO36","P1","-2.189","0.002","1.231","","72","3.728","623.099","true","triclinic",""
"mp-770668","Li24Mn11CrO36","C2","-2.189","0.002","1.240","","72","3.732","622.423","true","monoclinic",""
"mp-770669","Li24Mn11CrO36","C2","-2.189","0.002","1.262","","72","3.726","623.385","true","monoclinic",""
"mp-770619","Li24Mn11CrO36","C2","-2.189","0.003","1.234","","72","3.733","622.324","true","monoclinic",""
"mp-770622","Li24Mn11CrO36","C2","-2.189","0.003","1.236","","72","3.731","622.647","false","monoclinic",""
"mp-778798","Li32Mn13Cr3O48","P1","-2.195","0.005","1.244","","96","3.71","832.709","false","triclinic",""
"mp-779189","Li32Mn13Cr3O48","P1","-2.195","0.005","1.257","","96","3.714","831.802","false","triclinic",""
"mp-779206","Li32Mn13Cr3O48","P1","-2.195","0.005","1.254","","96","3.695","835.961","false","triclinic",""
"mp-779270","Li32Mn13Cr3O48","P1","-2.195","0.005","1.245","","96","3.704","833.922","false","triclinic",""
"mp-779198","Li32Mn13Cr3O48","P1","-2.195","0.005","1.242","","96","3.694","836.216","false","triclinic",""
"mp-779803","Li32Mn13Cr3O48","P1","-2.195","0.005","1.227","","96","3.708","833.185","false","triclinic",""
"mp-779392","Li32Mn13Cr3O48","P1","-2.194","0.005","1.045","","96","3.709","832.806","false","triclinic",""
"mp-773299","LiMn3CrO8","R3m","-2.025","0.007","1.115","","13","4.087","142.931","true","trigonal",""
"mp-779327","Li32Mn11Cr5O48","P1","-2.201","0.008","1.011","","96","3.68","836.844","false","triclinic",""
"mp-773293","Li2MnCrO4","C2/c","-2.271","0.008","0.995","","16","4.067","150.899","true","monoclinic",""
"mp-779106","Li32Mn11Cr5O48","C2","-2.201","0.008","1.064","","96","3.692","833.974","false","monoclinic",""
"mp-770529","Li8Mn15CrO32","P1","-2.084","0.008","0.184","","56","4.004","598.65","false","triclinic",""
"mp-779772","Li32Mn11Cr5O48","P1","-2.2","0.008","1.019","","96","3.686","835.494","true","triclinic",""
"mp-775295","Li2MnCr3O8","R3m","-2.236","0.009","0.000","","14","4.015","145.932","true","trigonal",""
"mp-771203","Li4MnCr3O8","C2/m","-2.33","0.009","0.676","","16","4.099","148.553","true","monoclinic",""
"mp-779100","Li24Mn7Cr5O36","P1","-2.207","0.01","1.094","","72","3.66","629.351","false","triclinic",""
"mp-770321","Li2Mn3CrO8","R3m","-2.138","0.01","0.000","","14","4.048","147.124","true","trigonal",""
"mp-770089","Li24Mn7Cr5O36","P1","-2.207","0.01","1.114","","72","3.669","627.784","false","triclinic",""
"mp-778764","Li24Mn7Cr5O36","P1","-2.207","0.01","1.043","","72","3.681","625.806","false","triclinic",""
"mp-770312","Li24Mn7Cr5O36","P1","-2.207","0.01","1.131","","72","3.66","629.404","false","triclinic",""
"mp-770232","Li24Mn7Cr5O36","P1","-2.206","0.01","1.122","","72","3.661","629.085","false","triclinic",""
"mp-770281","Li24Mn7Cr5O36","P1","-2.206","0.01","1.105","","72","3.67","627.597","false","triclinic",""
"mp-770366","Li24Mn7Cr5O36","P1","-2.206","0.01","1.116","","72","3.667","628.056","false","triclinic",""
"mp-770250","Li24Mn7Cr5O36","P1","-2.206","0.011","1.115","","72","3.663","628.795","false","triclinic",""
"mp-780441","Li24Mn7Cr5O36","P1","-2.206","0.011","1.004","","72","3.666","628.312","true","triclinic",""
"mp-770106","Li4MnCrO6","P1","-2.211","0.012","0.995","","48","3.632","421.877","true","triclinic",""
"mp-770156","Li4MnCrO6","P1","-2.211","0.012","1.051","","48","3.651","419.668","true","triclinic",""
"mp-770178","Li4MnCrO6","C2","-2.211","0.012","0.989","","48","3.659","418.745","true","monoclinic",""
"mp-770246","Li4MnCrO6","C2/c","-2.211","0.012","1.054","","24","3.658","209.431","true","monoclinic",""
"mp-770172","Li4MnCrO6","P1","-2.21","0.013","1.039","","48","3.65","419.867","true","triclinic",""
"mp-770302","Li24Mn5Cr7O36","P1","-2.216","0.014","1.077","","72","3.63","631.853","false","triclinic",""
"mp-779388","Li24Mn5Cr7O36","P1","-2.215","0.014","1.033","","72","3.646","629.107","false","triclinic",""
"mp-770301","Li24Mn5Cr7O36","P1","-2.215","0.014","1.047","","72","3.641","629.933","false","triclinic",""
"mp-770313","Li24Mn5Cr7O36","P1","-2.215","0.014","1.065","","72","3.646","628.999","false","triclinic",""
"mp-770308","Li24Mn5Cr7O36","P1","-2.215","0.014","1.007","","72","3.627","632.443","true","triclinic",""
"mp-770259","Li24Mn5Cr7O36","P1","-2.215","0.014","1.096","","72","3.648","628.807","false","triclinic",""
"mp-770300","Li24Mn5Cr7O36","P1","-2.215","0.014","1.027","","72","3.642","629.705","false","triclinic",""
"mp-770363","Li24Mn5Cr7O36","P1","-2.215","0.014","1.097","","72","3.624","632.913","false","triclinic",""
"mp-770267","Li24Mn5Cr7O36","P1","-2.215","0.014","1.047","","72","3.643","629.527","false","triclinic",""
"mp-770856","Li2MnCrO4","P1","-2.264","0.015","0.648","","64","4.072","602.92","true","triclinic",""
"mp-779799","Li24Mn5Cr7O36","P1","-2.214","0.015","0.883","","72","3.628","632.232","true","triclinic",""
"mp-779786","Li32Mn5Cr11O48","C2","-2.221","0.016","0.464","","96","3.628","840.582","true","monoclinic",""
"mp-781106","Li32Mn5Cr11O48","C2","-2.22","0.017","0.000","","96","3.622","841.969","true","monoclinic",""
"mp-774249","Li3MnCr2O6","C2/m","-2.302","0.017","0.548","","12","4.071","112.472","true","monoclinic",""
"mp-779232","Li32Mn3Cr13O48","P1","-2.229","0.017","0.962","","96","3.595","845.572","false","triclinic",""
"mp-778893","Li32Mn3Cr13O48","P1","-2.229","0.017","1.022","","96","3.611","842.039","false","triclinic",""
"mp-778776","Li32Mn3Cr13O48","P1","-2.229","0.018","1.069","","96","3.595","845.707","false","triclinic",""
"mp-778415","Li32Mn3Cr13O48","P1","-2.229","0.018","1.046","","96","3.599","844.713","false","triclinic",""
"mp-779397","Li32Mn3Cr13O48","P1","-2.228","0.018","1.011","","96","3.61","842.164","false","triclinic",""
"mp-778896","Li32Mn3Cr13O48","P1","-2.228","0.018","1.037","","96","3.607","842.958","false","triclinic",""
"mp-779375","Li32Mn3Cr13O48","P1","-2.228","0.018","1.018","","96","3.611","842.005","false","triclinic",""
"mp-779798","Li32Mn5Cr11O48","C2","-2.219","0.018","0.762","","96","3.632","839.707","true","monoclinic",""
"mp-771517","Li4Mn3Cr5O16","Cm","-2.203","0.018","0.240","","28","4.201","280.089","true","monoclinic",""
"mp-779377","Li32Mn3Cr13O48","P1","-2.228","0.018","0.996","","96","3.622","839.415","false","triclinic",""
"mp-770504","Li24MnCr11O36","P1","-2.236","0.018","0.851","","72","3.591","633.191","true","triclinic",""
"mp-779398","Li32Mn3Cr13O48","P1","-2.228","0.018","1.047","","96","3.595","845.756","false","triclinic",""
"mp-779180","Li32Mn3Cr13O48","P1","-2.227","0.019","1.068","","96","3.597","845.308","false","triclinic",""
"mp-770667","Li24MnCr11O36","C2","-2.235","0.019","0.002","","72","3.569","637.237","true","monoclinic",""
"mp-770973","Li24MnCr11O36","C2","-2.235","0.019","1.002","","72","3.573","636.455","true","monoclinic",""
"mp-770985","Li24MnCr11O36","P1","-2.233","0.021","0.043","","72","3.582","634.769","false","triclinic",""
"mp-775291","Li2Mn2Cr3O12","Pbcn","-1.975","0.022","1.733","","76","2.801","1118.532","false","orthorhombic",""
"mp-773308","Li2MnCrO4","I4m2","-2.254","0.025","0.000","","8","4.176","73.496","true","tetragonal",""
"mp-763907","Li5Mn3Cr2O10","P1","-2.229","0.026","0.911","","20","4.094","187.997","true","triclinic",""
"mp-771116","Li3Mn4CrO8","C2/m","-2.151","0.028","0.000","","16","4.35","160.536","true","monoclinic",""
"mp-775697","Li3Mn2CrO6","C2/m","-2.208","0.03","0.218","","12","4.083","113.336","true","monoclinic",""
"mp-771509","Li5Mn5Cr2O12","C2","-2.181","0.032","0.000","","24","4.344","231.43","true","monoclinic",""
"mp-780214","Li4Mn3Cr3O12","P2/m","-2.206","0.032","0.569","","22","4.035","222.432","true","monoclinic",""
"mp-772402","Li4Mn5Cr3O16","Cm","-2.14","0.032","0.000","","28","4.186","283.431","true","monoclinic",""
"mp-850919","Li2MnCr2O6","C2/m","-2.236","0.034","0.615","","33","4.02","333.08","true","monoclinic",""
"mp-780588","Li3MnCr3O8","C2/m","-2.265","0.04","0.504","","15","4.068","146.85","true","monoclinic",""
"mp-853217","Li9Mn7Cr12O48","P1","-1.938","0.048","0.264","","76","3.279","931.421","false","triclinic",""
"mp-761312","Li2Mn3CrO8","P63mc","-2.099","0.048","0.000","","28","4.205","283.265","true","hexagonal",""
"mp-851000","Li9Mn7Cr12O48","P1","-1.936","0.05","0.073","","76","3.285","929.597","false","triclinic",""
"mp-775608","Li2MnCr3O8","P63mc","-2.193","0.051","0.086","","28","4.173","280.776","true","hexagonal",""
"mp-780544","LiMn3CrO8","C2/m","-1.98","0.052","0.728","","13","3.867","151.051","true","monoclinic",""
"mp-850972","Li4Mn5Cr2O12","P21","-2.161","0.052","0.691","","46","4.246","468.032","true","monoclinic",""
"mp-851001","Li3Mn2Cr2O8","P1","-2.201","0.052","0.015","","60","4.025","598.461","false","triclinic",""
"mp-781699","Li2MnCr3O8","C2/m","-2.191","0.054","0.580","","14","3.95","148.298","true","monoclinic",""
"mp-780751","Li3Mn2Cr2O8","P1","-2.199","0.054","0.129","","15","4.064","148.186","true","triclinic",""
"mp-765322","Li5MnCr3O8","P63mc","-2.239","0.056","2.096","","34","3.996","310.511","true","hexagonal",""
"mp-764183","Li5MnCr3O8","P43212","-2.238","0.057","2.258","","68","3.922","632.819","true","tetragonal",""
"mp-850956","Li2Mn3Cr3O12","P2/m","-2.065","0.067","0.093","","20","3.907","223.822","true","monoclinic",""
"mp-781676","Li4Mn3Cr2O10","P1","-2.167","0.073","0.215","","19","4.068","186.382","false","triclinic",""
"mp-780542","Li2Mn3CrO8","P1","-2.074","0.074","0.000","","14","4.005","148.734","true","triclinic",""
"mp-780881","Li4Mn3Cr3O12","F222","-2.164","0.075","0.000","","22","4.177","214.912","true","orthorhombic",""
"mp-850948","LiMnCr2O6","Cm","-2.086","0.075","0.252","","10","3.952","110.039","true","monoclinic",""
"mp-780849","LiMn2Cr2O8","P1","-2.011","0.077","0.607","","52","4.016","576.966","true","triclinic",""
"mp-765030","Li10Mn3Cr5O16","P1","-2.188","0.079","0.258","","34","4.009","310.748","false","triclinic",""
"mp-850947","Li3Mn5Cr2O12","C2","-2.117","0.079","0.054","","22","4.266","230.264","true","monoclinic",""
"mp-780543","Li2MnCr3O8","P1","-2.161","0.083","0.529","","14","3.956","148.098","true","triclinic",""
"mp-765000","Li5MnCr3O8","R3m","-2.212","0.083","1.420","","17","3.918","158.346","true","trigonal",""
"mp-775056","Li2MnCr2O6","Cmce","-2.187","0.083","1.252","","22","3.934","226.935","true","orthorhombic",""
"mp-764036","Li3Mn3CrO8","Cc","-2.11","0.085","0.414","","30","4.235","286.706","true","monoclinic",""
"mp-771221","Li4MnCr5O12","C2/m","-2.214","0.086","0.073","","22","3.866","229.658","true","monoclinic",""
